"datetime";"date";"time";"price";"shares";"amount";"tax";"fee";"realizedgains";"type";"broker";"assettype";"identifier";"wkn";"originalcurrency";"currency";"fxrate";"holding";"holdingname";"holdingnickname";"exchange";"avgholdingperiod"
"2024-05-02T07:00:00.000Z";"02.05.2024";"09:00:00";0,69;23;15,78;0;0;;"Dividend";"scalable_capital";"Security";"GB0002875804";"916018";;"EUR";;;"British American Tobacco";;"";
"2024-05-02T06:59:59.000Z";"02.05.2024";"08:59:00";1;2,42;2,42;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-30T17:59:07.445Z";"30.04.2024";"19:59:00";1;19,08;19,08;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-30T17:43:06.355Z";"30.04.2024";"19:43:00";154,04;2;308,08;0;0;;"Buy";"scalable_capital";"Security";"US02079K3059";"A14Y6F";;"EUR";;;"Alphabet 'A'";;"";
"2024-04-30T17:42:12.621Z";"30.04.2024";"19:42:00";103,08;3;309,24;0;0;;"Buy";"scalable_capital";"Security";"US29355A1079";"A1JC82";;"EUR";;;"Enphase Energy";;"";
"2024-04-30T17:41:49.378Z";"30.04.2024";"19:41:00";261,7;1;261,7;0;0;;"Buy";"scalable_capital";"Security";"DK0010272202";"565131";;"EUR";;;"Genmab";;"";
"2024-04-30T17:40:50.280Z";"30.04.2024";"19:40:00";243,95;2;487,9;0;0;;"Buy";"scalable_capital";"Security";"US0404131064";"A11099";;"EUR";;;"Arista Networks";;"";
"2024-04-30T17:39:52.300Z";"30.04.2024";"19:39:00";11,77;22;258,83;0;0;;"Buy";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";
"2024-04-30T13:35:53.153Z";"30.04.2024";"15:35:00";1;104,62;104,62;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-30T07:00:00.000Z";"30.04.2024";"09:00:00";1,08;2;2,15;0,33;0;;"Dividend";"scalable_capital";"Security";"US46625H1005";"850628";;"EUR";;;"JPMorgan Chase & Co.";;"";
"2024-04-30T07:00:00.000Z";"30.04.2024";"09:00:00";1;0,32;0,32;0;0;;"Interest";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-30T00:06:33.399Z";"30.04.2024";"02:06:00";1;29,14;29,14;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-30T00:00:00.000Z";"30.04.2024";"02:00:00";1;1675,96;1675,96;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-04-29T09:50:51.894Z";"29.04.2024";"11:50:00";1;22,49;22,49;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-29T09:24:46.800Z";"29.04.2024";"11:24:00";1;1300;1300;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-28T19:11:18.005Z";"28.04.2024";"21:11:00";1;14,03;14,03;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-27T17:55:12.783Z";"27.04.2024";"19:55:00";1;23,14;23,14;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-26T07:00:00.001Z";"26.04.2024";"09:00:00";0,25;2;0,5;0,07;0;;"Dividend";"scalable_capital";"Security";"US2358511028";"866197";;"EUR";;;"Danaher";;"";
"2024-04-26T07:00:00.000Z";"26.04.2024";"09:00:00";0,83;1;0,83;0,12;0;;"Dividend";"scalable_capital";"Security";"US4448591028";"856584";;"EUR";;;"Humana";;"";
"2024-04-25T18:28:40.153Z";"25.04.2024";"20:28:00";1;18,21;18,21;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-24T16:18:55.778Z";"24.04.2024";"18:18:00";1;5,32;5,32;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-24T07:00:00.000Z";"24.04.2024";"09:00:00";0,37;6;2,24;0,34;0;;"Dividend";"scalable_capital";"Security";"US17275R1023";"878841";;"EUR";;;"Cisco Systems";;"";
"2024-04-23T15:59:12.156Z";"23.04.2024";"17:59:00";1;5;5;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-23T15:57:20.906Z";"23.04.2024";"17:57:00";1;72,2;72,2;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-04-23T10:59:33.209Z";"23.04.2024";"12:59:00";11,17;23;256,91;0;0;;"Buy";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";
"2024-04-23T07:00:00.000Z";"23.04.2024";"09:00:00";0,73;5;3,64;0,55;0;;"Dividend";"scalable_capital";"Security";"US4571871023";"A1JYNM";;"EUR";;;"Ingredion";;"";
"2024-04-22T07:36:11.523Z";"22.04.2024";"09:36:00";106;3;318;0;0;;"Buy";"scalable_capital";"Security";"US0126531013";"890167";;"EUR";;;"Albemarle Corporation";;"";
"2024-04-22T00:00:00.000Z";"22.04.2024";"02:00:00";1;4,99;4,99;0;0;;"TransferOut";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-04-19T18:54:30.090Z";"19.04.2024";"20:54:00";139,69;4;558,76;0;0;-125,42;"Sell";"scalable_capital";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";;"";1434141183
"2024-04-19T07:00:00.000Z";"19.04.2024";"09:00:00";1,78;3;5,34;0;0;;"Dividend";"scalable_capital";"Security";"US48581R2058";"A2QD9Y";;"EUR";;;"Kaspi.kz";"";"";
"2024-04-11T07:00:00.000Z";"11.04.2024";"09:00:00";0,51;3;1,54;0;0;;"Dividend";"scalable_capital";"Security";"US8740391003";"909800";;"EUR";;;"TSMC (ADR)";;"";
"2024-04-08T14:09:25.059Z";"08.04.2024";"16:09:00";21,6;17;367,2;0;0;;"Buy";"scalable_capital";"Security";"JP3814800003";"857977";;"EUR";;;"Subaru Corp";;"";
"2024-04-08T14:08:51.075Z";"08.04.2024";"16:08:00";27,88;10;278,8;0;0;;"Buy";"scalable_capital";"Security";"JP3304200003";"854658";;"EUR";;;"Komatsu";;"";
"2024-04-08T14:08:24.387Z";"08.04.2024";"16:08:00";105,66;3;316,98;0;0;;"Buy";"scalable_capital";"Security";"US29355A1079";"A1JC82";;"EUR";;;"Enphase Energy";;"";
"2024-04-08T14:07:53.195Z";"08.04.2024";"16:07:00";6,98;42;293,24;0;0;;"Buy";"scalable_capital";"Security";"US83406F1021";"A2QPMG";;"EUR";;;"SoFi Technologies";"";"";
"2024-04-08T14:05:01.294Z";"08.04.2024";"16:05:00";167,53;2;335,06;0;0;;"Buy";"scalable_capital";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";;"";
"2024-04-08T13:01:38.816Z";"08.04.2024";"15:01:00";73,96;4;295,84;0;0;;"Buy";"scalable_capital";"Security";"US5132721045";"A2ATEK";;"EUR";;;"Lamb Weston";;"";
"2024-04-08T06:28:18.314Z";"08.04.2024";"08:28:00";157,66;2;315,32;0;0;;"Buy";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";
"2024-04-08T06:01:20.648Z";"08.04.2024";"08:01:00";114,22;3;342,66;0;0;;"Buy";"scalable_capital";"Security";"US0126531013";"890167";;"EUR";;;"Albemarle Corporation";;"";
"2024-04-05T17:49:04.320Z";"05.04.2024";"19:49:00";141,3;3;423,9;0;0;;"Buy";"scalable_capital";"Security";"US02079K3059";"A14Y6F";;"EUR";;;"Alphabet 'A'";;"";
"2024-04-05T17:47:41.144Z";"05.04.2024";"19:47:00";153,8;2;307,6;0;0;;"Buy";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";
"2024-04-05T17:43:09.099Z";"05.04.2024";"19:43:00";13,58;19;258,02;0;0;;"Buy";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";
"2024-04-05T17:42:37.498Z";"05.04.2024";"19:42:00";289,5;1;289,5;0;0;;"Buy";"scalable_capital";"Security";"US4448591028";"856584";;"EUR";;;"Humana";;"";
"2024-04-05T00:00:00.000Z";"05.04.2024";"02:00:00";1;2500;2500;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-04-04T00:00:00.000Z";"04.04.2024";"02:00:00";1;1198,23;1198,23;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-04-01T07:00:00.000Z";"01.04.2024";"09:00:00";0,37;2;0,74;0,11;0;;"Dividend";"scalable_capital";"Security";"US0126531013";"890167";;"EUR";;;"Albemarle Corporation";;"";
"2024-03-28T18:59:16.521Z";"28.03.2024";"19:59:00";174,56;2;349,12;0;0;;"Buy";"scalable_capital";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";;"";
"2024-03-28T18:58:59.069Z";"28.03.2024";"19:58:00";14,5;18;261;0;0;;"Buy";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";
"2024-03-28T18:57:39.155Z";"28.03.2024";"19:57:00";120,35;3;361,05;0;0;;"Buy";"scalable_capital";"Security";"US98419M1009";"A1JMBU";;"EUR";;;"XYLEM";;"";
"2024-03-28T18:57:00.264Z";"28.03.2024";"19:57:00";23,61;11;259,66;0;0;;"Buy";"scalable_capital";"Security";"CNE100000296";"A0M4W9";;"EUR";;;"BYD";;"";
"2024-03-28T18:56:30.206Z";"28.03.2024";"19:56:00";269,3;1;269,3;0;0;;"Buy";"scalable_capital";"Security";"US0404131064";"A11099";;"EUR";;;"Arista Networks";;"";
"2024-03-28T18:56:02.105Z";"28.03.2024";"19:56:00";15,7;17;266,9;0;0;;"Buy";"scalable_capital";"Security";"US98423F1093";"A3CTJB";;"EUR";;;"Xometry";;"";
"2024-03-28T18:55:16.491Z";"28.03.2024";"19:55:00";163,4;2;326,8;0;0;;"Buy";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";
"2024-03-28T00:00:00.001Z";"28.03.2024";"01:00:00";1;5,33;5,33;0;0;;"Interest";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-03-28T00:00:00.000Z";"28.03.2024";"01:00:00";1;2000;2000;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-03-25T18:20:55.389Z";"25.03.2024";"19:20:00";1428,2;1;1428,2;0;0;;"Buy";"scalable_capital";"Security";"US58733R1023";"A0MYNP";;"EUR";;;"Mercado Libre";;"";
"2024-03-25T16:07:21.080Z";"25.03.2024";"17:07:00";1635,5;1;1635,5;0;0;319;"Sell";"scalable_capital";"Security";"US5949724083";"722713";;"EUR";;;"Strategy";;"";513611994
"2024-03-25T00:00:00.000Z";"25.03.2024";"01:00:00";1;4,99;4,99;0;0;;"TransferOut";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-03-22T00:00:00.000Z";"22.03.2024";"01:00:00";1;400;400;0;0;;"TransferOut";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-03-21T08:00:00.000Z";"21.03.2024";"09:00:00";0,003;40;0,12;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-03-20T16:48:50.341Z";"20.03.2024";"17:48:00";6,5;45;292,5;0;0;;"Buy";"scalable_capital";"Security";"US83406F1021";"A2QPMG";;"EUR";;;"SoFi Technologies";"";"";
"2024-03-20T16:44:53.222Z";"20.03.2024";"17:44:00";8,06;40;322,4;0;0;;"Buy";"scalable_capital";"Security";"NO0011082075";"A3C8LV";;"EUR";;;"Höegh Autoliners";;"";
"2024-03-20T08:00:00.000Z";"20.03.2024";"09:00:00";0,12;40;4,93;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-03-19T19:33:10.369Z";"19.03.2024";"20:33:00";157,7;2;315,4;0;0;;"Buy";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";
"2024-03-19T17:27:09.086Z";"19.03.2024";"18:27:00";1316,5;1;1316,5;0;0;;"Buy";"scalable_capital";"Security";"US5949724083";"722713";;"EUR";;;"Strategy";;"";
"2024-03-19T08:51:04.302Z";"19.03.2024";"09:51:00";1240;1;1240;0;0;804,4;"Sell";"scalable_capital";"Security";"US5949724083";"722713";;"EUR";;;"Strategy";;"";5495131010
"2024-03-18T20:58:47.424Z";"18.03.2024";"21:58:00";21,14;10;211,4;0;0,99;-82,8;"Sell";"scalable_capital";"Security";"GB00B1XZS820";"A0MUKL";;"EUR";;;"Anglo American";;"";23622494557
"2024-03-18T20:57:44.463Z";"18.03.2024";"21:57:00";14,7;41;602,7;0;0;148,94;"Sell";"scalable_capital";"Security";"KYG851581069";"A2N7XN";;"EUR";;;"StoneCo";;"";16394214150
"2024-03-18T20:28:54.431Z";"18.03.2024";"21:28:00";14,29;41;585,89;0;0;;"Buy";"scalable_capital";"Security";"KYG851581069";"A2N7XN";;"EUR";;;"StoneCo";;"";
"2024-03-18T19:39:02.443Z";"18.03.2024";"20:39:00";36,6;7;256,2;0;0;-11,2;"Sell";"scalable_capital";"Security";"US8808901081";"A0ESPU";;"EUR";;;"Ternium (ADR)";;"";24206677000
"2024-03-18T15:30:51.279Z";"18.03.2024";"16:30:00";1,64;50;81,9;0;0,99;-192,6;"Sell";"scalable_capital";"Security";"US85859N1028";"A3CN1T";;"EUR";;;"Stem Inc. A";;"";23605923856
"2024-03-18T07:00:58.077Z";"18.03.2024";"08:00:00";375,2;1;375,2;0;0;45;"Sell";"scalable_capital";"Security";"US0846707026";"A0YJQ2";;"EUR";;;"Berkshire Hathaway ‘B’";;"";7741711567
"2024-03-15T13:24:19.530Z";"15.03.2024";"14:24:00";156,6;2;313,2;0;0;-1,6;"Sell";"scalable_capital";"Security";"GA0000121459";"852437";;"EUR";;;"Total Gabon";;"";7412934074
"2024-03-15T08:00:00.000Z";"15.03.2024";"09:00:00";0,27;3;0,8;0,12;0;;"Dividend";"scalable_capital";"Security";"US0010841023";"888282";;"EUR";;;"AGCO Corporation";;"";
"2024-03-14T18:29:50.223Z";"14.03.2024";"19:29:00";0,96;520;499,2;0;0;;"Buy";"scalable_capital";"Security";"DE000HS3X9G9";"HS3X9G";;"EUR";;;"HSBC Trinkaus & Burkhardt GmbH Call 20.09.24 Adobe 800";;"";
"2024-03-14T18:17:11.429Z";"14.03.2024";"19:17:00";7;42;294;0;0;;"Buy";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-03-14T17:20:15.304Z";"14.03.2024";"18:20:00";5,7;92;524,31;0;0;16,93;"Sell";"scalable_capital";"Security";"GB0007980591";"850517";;"EUR";;;"BP";;"";6037169231
"2024-03-14T16:08:49.103Z";"14.03.2024";"17:08:00";148,94;2;297,88;0;0;;"Buy";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";
"2024-03-14T13:25:58.084Z";"14.03.2024";"14:25:00";24,68;13;320,84;0;0;54,86;"Sell";"scalable_capital";"Security";"LU1598757687";"A2DRTZ";;"EUR";;;"ArcelorMittal";;"";10520821028
"2024-03-13T20:58:16.416Z";"13.03.2024";"21:58:00";6,8;140;952;0;0;;"Buy";"scalable_capital";"Security";"US83406F1021";"A2QPMG";;"EUR";;;"SoFi Technologies";"";"";
"2024-03-13T20:57:35.418Z";"13.03.2024";"21:57:00";525,8;2;1051,6;0;0;;"Buy";"scalable_capital";"Security";"US00724F1012";"871981";;"EUR";;;"Adobe Systems";;"";
"2024-03-13T19:55:15.176Z";"13.03.2024";"20:55:00";165,91;7;1161,37;0;0;29,4;"Sell";"scalable_capital";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";;"";2705026520
"2024-03-13T19:54:58.133Z";"13.03.2024";"20:54:00";78,31;12;939,66;0;0;75,02;"Sell";"scalable_capital";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";;"";2577791021
"2024-03-12T16:54:14.100Z";"12.03.2024";"17:54:00";14,78;18;265,97;0;0;;"Buy";"scalable_capital";"Security";"PLPKN0000018";"929424";;"EUR";;;"ORLEN";;"";
"2024-03-12T15:56:14.051Z";"12.03.2024";"16:56:00";3,5;100;350;0;0;44;"Sell";"scalable_capital";"Security";"DE000HS3XCH7";"HS3XCH";;"EUR";;;"HSBC Trinkaus & Burkhardt GmbH Call 20.12.24 Crowdstr 400";;"";694185531
"2024-03-11T18:03:59.425Z";"11.03.2024";"19:03:00";318,9;1;318,9;0;0;;"Buy";"scalable_capital";"Security";"US4448591028";"856584";;"EUR";;;"Humana";;"";
"2024-03-11T17:12:48.172Z";"11.03.2024";"18:12:00";15,43;25;385,75;0;0;;"Buy";"scalable_capital";"Security";"KYG851581069";"A2N7XN";;"EUR";;;"StoneCo";;"";
"2024-03-11T17:11:48.089Z";"11.03.2024";"18:11:00";16,95;20;339;0;0;;"Buy";"scalable_capital";"Security";"US98423F1093";"A3CTJB";;"EUR";;;"Xometry";;"";
"2024-03-11T17:01:11.125Z";"11.03.2024";"18:01:00";369,75;2;739,5;0;0;;"Buy";"scalable_capital";"Security";"US5949181045";"870747";;"EUR";;;"Microsoft";;"";
"2024-03-11T17:00:49.515Z";"11.03.2024";"18:00:00";54,93;5;274,65;0;0;;"Buy";"scalable_capital";"Security";"US70450Y1038";"A14R7U";;"EUR";;;"PayPal Holdings";;"";
"2024-03-11T16:59:41.296Z";"11.03.2024";"17:59:00";47,79;6;286,74;0;0;;"Buy";"scalable_capital";"Security";"NL0012817175";"A2JGMQ";;"EUR";;;"Alfen";;"";
"2024-03-11T16:58:41.123Z";"11.03.2024";"17:58:00";397,2;2;794,4;0;0;;"Buy";"scalable_capital";"Security";"US5398301094";"894648";;"EUR";;;"Lockheed Martin";;"";
"2024-03-11T16:58:15.072Z";"11.03.2024";"17:58:00";289,8;2;579,6;0;0;;"Buy";"scalable_capital";"Security";"DK0010272202";"565131";;"EUR";;;"Genmab";;"";
"2024-03-11T16:52:14.544Z";"11.03.2024";"17:52:00";197,3;20;3946;0;0;368,04;"Sell";"scalable_capital";"Security";"IE00B3YLTY66";"A1JJTD";;"EUR";;;"SPDR MSCI ACWI IMI UCITS ETF - USD ACC";;"";8685731689
"2024-03-08T14:06:40.076Z";"08.03.2024";"15:06:00";116,2;3;348,6;0;0;;"Buy";"scalable_capital";"Security";"US98419M1009";"A1JMBU";;"EUR";;;"XYLEM";;"";
"2024-03-07T18:05:29.537Z";"07.03.2024";"19:05:00";15,17;17;257,89;0;0;;"Buy";"scalable_capital";"Security";"KYG851581069";"A2N7XN";;"EUR";;;"StoneCo";;"";
"2024-03-06T20:01:33.109Z";"06.03.2024";"21:01:00";152,5;2;305;0;0;;"Buy";"scalable_capital";"Security";"US45784P1012";"A0MQX8";;"EUR";;;"Insulet Corp.";;"";
"2024-03-06T20:01:10.738Z";"06.03.2024";"21:01:00";376,4;1;376,4;0;0;;"Buy";"scalable_capital";"Security";"US60937P1066";"A2DYB1";;"EUR";;;"MongoDB";;"";
"2024-03-06T18:10:45.130Z";"06.03.2024";"19:10:00";8,46;40;338,32;0;0;-7,12;"Sell";"scalable_capital";"Security";"KYG017191142";"A2PVFU";;"EUR";;;"Alibaba Group Holding Ltd.";;"";2415275931
"2024-03-06T17:55:16.525Z";"06.03.2024";"18:55:00";11,43;27;308,48;0;0;17,69;"Sell";"scalable_capital";"Security";"KYG8208B1014";"A2P5N8";;"EUR";;;"JD.com A";;"";2414391733
"2024-03-06T00:00:00.000Z";"06.03.2024";"01:00:00";1;413,85;413,85;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-03-05T08:00:00.000Z";"05.03.2024";"09:00:00";1,74;60;104,65;0;0;;"Dividend";"scalable_capital";"Security";"NO0011082075";"A3C8LV";;"EUR";;;"Höegh Autoliners";;"";
"2024-03-04T19:27:32.507Z";"04.03.2024";"20:27:00";13,5;37;499,5;0;0;;"Buy";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";
"2024-03-04T19:27:02.169Z";"04.03.2024";"20:27:00";335,8;1;335,8;0;0;;"Buy";"scalable_capital";"Security";"US2441991054";"850866";;"EUR";;;"Deere & Co.";;"";
"2024-03-04T19:26:16.066Z";"04.03.2024";"20:26:00";48,9;6;293,4;0;0;-21;"Sell";"scalable_capital";"Security";"US0394831020";"854161";;"EUR";;;"Archer Daniels Mid";;"";2704579868
"2024-03-04T19:25:55.074Z";"04.03.2024";"20:25:00";101,25;3;303,75;0;0;-6,75;"Sell";"scalable_capital";"Security";"US0010841023";"888282";;"EUR";;;"AGCO Corporation";;"";8385887113
"2024-03-04T19:25:20.364Z";"04.03.2024";"20:25:00";46,95;6;281,7;0;0;-0,9;"Sell";"scalable_capital";"Security";"US1101221083";"850501";;"EUR";;;"Bristol Myers Squibb";;"";9678149073
"2024-03-04T19:05:11.090Z";"04.03.2024";"20:05:00";267,3;1;267,3;0;0;;"Buy";"scalable_capital";"Security";"US0404131064";"A11099";;"EUR";;;"Arista Networks";;"";
"2024-03-04T18:49:13.459Z";"04.03.2024";"19:49:00";79,5;4;318;0;0;;"Buy";"scalable_capital";"Security";"US89377M1099";"A2PH5P";;"EUR";;;"TRANSMEDICS GROUP";;"";
"2024-03-04T18:48:35.374Z";"04.03.2024";"19:48:00";60,72;5;303,6;0;0;;"Buy";"scalable_capital";"Security";"US5165441032";"A117UE";;"EUR";;;"Lantheus Hldg.";;"";
"2024-03-04T18:47:29.085Z";"04.03.2024";"19:47:00";78,14;4;312,56;0;0;;"Buy";"scalable_capital";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";;"";
"2024-03-04T18:46:44.403Z";"04.03.2024";"19:46:00";22,21;13;288,66;0;0;;"Buy";"scalable_capital";"Security";"CNE100000296";"A0M4W9";;"EUR";;;"BYD";;"";
"2024-03-04T18:42:43.520Z";"04.03.2024";"19:42:00";15,4;19;292,6;0;0;;"Buy";"scalable_capital";"Security";"KYG851581069";"A2N7XN";;"EUR";;;"StoneCo";;"";
"2024-03-04T18:40:39.686Z";"04.03.2024";"19:40:00";175,21;2;350,42;0;0;;"Buy";"scalable_capital";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";;"";
"2024-03-04T15:06:28.520Z";"04.03.2024";"16:06:00";3,06;100;306;0;0;;"Buy";"scalable_capital";"Security";"DE000HS3XCH7";"HS3XCH";;"EUR";;;"HSBC Trinkaus & Burkhardt GmbH Call 20.12.24 Crowdstr 400";;"";
"2024-03-04T09:02:09.711Z";"04.03.2024";"10:02:00";771,5;1;771,5;0;0;;"Buy";"scalable_capital";"Security";"US67066G1040";"918422";;"EUR";;;"NVIDIA";;"";
"2024-03-04T08:00:00.000Z";"04.03.2024";"09:00:00";0,98;3;2,94;0,44;0;;"Dividend";"scalable_capital";"Security";"US91913Y1001";"908683";;"EUR";;;"Valero Energy";;"";
"2024-03-01T00:00:00.000Z";"01.03.2024";"01:00:00";1;2500;2500;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-02-29T20:22:19.328Z";"29.02.2024";"21:22:00";12;65;780;0;0;353,3;"Sell";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";14346278209
"2024-02-29T08:00:00.000Z";"29.02.2024";"09:00:00";0,46;6;2,75;0,41;0;;"Dividend";"scalable_capital";"Security";"US0394831020";"854161";;"EUR";;;"Archer Daniels Mid";;"";
"2024-02-23T00:00:00.000Z";"23.02.2024";"01:00:00";1;4,99;4,99;0;0;;"TransferOut";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-02-20T08:00:00.003Z";"20.02.2024";"09:00:00";0,08;40;3,2;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-02-20T08:00:00.002Z";"20.02.2024";"09:00:00";0,0005;40;0,02;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-02-20T08:00:00.001Z";"20.02.2024";"09:00:00";0,0453;40;1,81;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-02-20T08:00:00.000Z";"20.02.2024";"09:00:00";0,001;40;0,04;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-02-16T14:50:04.776Z";"16.02.2024";"15:50:00";53,16;5;265,8;0;0;;"Buy";"scalable_capital";"Security";"US5165441032";"A117UE";;"EUR";;;"Lantheus Hldg.";;"";
"2024-02-16T08:10:04.382Z";"16.02.2024";"09:10:00";14;20;280;0;0;18;"Sell";"scalable_capital";"Security";"GG00BMGYLN96";"A2QE5M";;"EUR";;;"Burford Capital";;"";7397709878
"2024-02-12T20:07:33.463Z";"12.02.2024";"21:07:00";15,74;17;267,51;0;0;;"Buy";"scalable_capital";"Security";"PLPKN0000018";"929424";;"EUR";;;"ORLEN";;"";
"2024-02-12T20:05:39.120Z";"12.02.2024";"21:05:00";42,5;6;255;0;0;-2,16;"Sell";"scalable_capital";"Security";"US5010441013";"851544";;"EUR";;;"Kroger";;"";19807277895
"2024-02-07T19:16:09.199Z";"07.02.2024";"20:16:00";8,64;40;345,44;0;0;;"Buy";"scalable_capital";"Security";"KYG017191142";"A2PVFU";;"EUR";;;"Alibaba Group Holding Ltd.";;"";
"2024-02-07T19:15:24.792Z";"07.02.2024";"20:15:00";10,77;27;290,79;0;0;;"Buy";"scalable_capital";"Security";"KYG8208B1014";"A2P5N8";;"EUR";;;"JD.com A";;"";
"2024-02-07T19:14:27.067Z";"07.02.2024";"20:14:00";21,4;13;278,2;0;0;5,85;"Sell";"scalable_capital";"Security";"US47215P1066";"A112ST";;"EUR";;;"JD.com (ADR)";;"";178030545
